pop,W,t0,t1,n_units,base_cv,base_vr,cv_th,vr_th,cv,vr,drift,pv,stat_adapt,alpha_s,alpha_t,opt_bin_ms,branching,r2,gamma_fit,gamma_pred,gamma_dev,n_av
LP,120.0,5050.0,5170.0,15,0.18296173410279615,6.62319539183655,0.3,9.934793087754825,0.11406677335350503,5.180162102612527,0.0005996472663139408,0.9588114810895538,True,1.2415883082430532,1.3448135482145949,32.0,1.3297826736752683,0.9226136094356235,1.2169295635617978,1.427277465214461,0.1473770214826846,177
LP,120.0,5110.0,5230.0,15,0.18296173410279615,6.62319539183655,0.3,9.934793087754825,0.12397648497431349,2.679357506361322,-0.019541446208112875,0.047713964878949466,True,1.2700545707371067,1.3835637903575664,32.0,1.3216214917170153,0.9260682531452719,1.2774599192677722,1.4203195647110853,0.10058274841294108,235
LP,200.0,4930.0,5130.0,15,0.18296173410279615,6.62319539183655,0.3,9.934793087754825,0.1903609982458903,8.855275036860615,-0.006653968253968251,0.5857340593251434,True,1.2340444611706,1.3304629487017712,32.0,1.3161300528197768,0.9348337156829298,1.25000038789028,1.4119665428052561,0.11470962661281361,241
LP,200.0,5030.0,5230.0,15,0.18296173410279615,6.62319539183655,0.3,9.934793087754825,0.12359977160735759,4.2867372050665296,-0.011544126984126985,0.06439305111447759,True,1.258310571109011,1.3671405189668246,32.0,1.3195027779291015,0.9264487660955744,1.2532899920344471,1.42131434029421,0.1182175845949617,337
LP,300.0,4930.0,5230.0,15,0.18296173410279615,6.62319539183655,0.3,9.934793087754825,0.18296173410279615,8.3654865787289,-0.008856565656565658,0.14833238256336556,True,1.2515706371475133,1.3562602636022663,32.0,1.3151545206465582,0.9353394590936533,1.266545299406666,1.4161440605382187,0.10563809523354312,448
VPM,120.0,4930.0,5050.0,47,0.17166455780128764,11.908425303140213,0.3,17.86263795471032,0.17651183740443543,33.91098344223345,-0.0017021276595744672,0.8941314537798919,False,1.140957532291719,1.2027875778791541,32.0,1.2486224337297225,0.9923623109680498,1.0996527145702937,1.4386430762669336,0.23563201136467415,17
VPM,120.0,4990.0,5110.0,47,0.17166455780128764,11.908425303140213,0.3,17.86263795471032,0.25801372290187247,8.944383910894617,-0.025463244399414605,0.09386632507462012,True,1.1710829007709394,1.249814585680751,32.0,1.2476585958034516,0.975707548831935,1.149708786021767,1.460196107004431,0.21263398764952454,33
VPM,120.0,5050.0,5170.0,47,0.17166455780128764,11.908425303140213,0.3,17.86263795471032,0.2229926380056051,7.578396529252758,0.003060902848136894,0.8227154423705914,True,1.1737486409958955,1.2509434272362088,32.0,1.2668949072052713,0.9841114557511218,1.1285032964595616,1.4442900145741968,0.21864495006408732,40
VPM,120.0,5110.0,5230.0,47,0.17166455780128764,11.908425303140213,0.3,17.86263795471032,0.12445011139372407,3.360811088047887,0.005355172801981315,0.48076177923197727,True,1.1680268361153638,1.2456705591548702,32.0,1.2728536257140324,0.985771388403967,1.1498908388572748,1.4620912042062006,0.2135300208706377,48
VPM,200.0,4930.0,5130.0,47,0.17166455780128764,11.908425303140213,0.3,17.86263795471032,0.19977624987895592,14.312242441260352,-0.011694832826747723,0.09793762602383427,True,1.1659082105757879,1.2404596480886896,32.0,1.2551803476426464,0.9825660306567484,1.1362842864671088,1.449353514537764,0.216006119232064,50
VPM,200.0,5030.0,5230.0,47,0.17166455780128764,11.908425303140213,0.3,17.86263795471032,0.1489687206118632,14.27059104937067,0.0013329280648429588,0.8080378285438609,True,1.173607718030837,1.2542276011409155,32.0,1.2649968879134998,0.982659327407549,1.1378689415650902,1.4643796026151228,0.22296859398132993,73
VPM,300.0,4930.0,5230.0,47,0.17166455780128764,11.908425303140213,0.3,17.86263795471032,0.17166455780128764,10.168038370638122,-0.00438627408840175,0.24303570009957995,True,1.167325764458046,1.2446176295544231,32.0,1.2591189914878906,0.9838605596143468,1.1427092044687326,1.4619244701897467,0.21835277555726418,89
